generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
4,Agent_1-Agent_0,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
4,Agent_4-Agent_3,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
5,Agent_2-Agent_0,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
5,Agent_4-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: mirroring opponent's last move,3,3
5,Agent_0-Agent_2,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
5,Agent_1-Agent_3,C-D,0-5,Tit-for-Tat: starting with cooperation,Random strategy: unpredictable decision,0,5
5,Agent_4-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
6,Agent_2-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
6,Agent_4-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
6,Agent_2-Agent_0,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
6,Agent_3-Agent_1,C-C,3-3,Random strategy: unpredictable decision,"Win-Stay, Lose-Shift: default cooperation",3,3
6,Agent_4-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
7,Agent_4-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
7,Agent_3-Agent_1,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,3,3
7,Agent_3-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Tit-for-Tat: starting with cooperation,3,3
7,Agent_0-Agent_2,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
7,Agent_2-Agent_0,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,3,3
8,Agent_0-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
8,Agent_2-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
8,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
8,Agent_2-Agent_3,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Random strategy: unpredictable decision,1,1
8,Agent_1-Agent_0,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Suspicious Tit-for-Tat: starting with defection,0,5
9,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
9,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
9,Agent_1-Agent_4,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Contrite Tit-for-Tat: default cooperation,5,0
9,Agent_2-Agent_2,D-C,5-0,Random strategy: unpredictable decision,Contrite Tit-for-Tat: mirroring opponent's last move,5,0
9,Agent_0-Agent_0,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
10,Agent_0-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
10,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
10,Agent_4-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
10,Agent_2-Agent_3,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
10,Agent_1-Agent_2,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
11,Agent_4-Agent_1,C-D,0-5,"Win-Stay, Lose-Shift: default cooperation",Always Defect strategy,0,5
11,Agent_3-Agent_3,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
11,Agent_0-Agent_4,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
11,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,3
11,Agent_0-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Random strategy: unpredictable decision,3,3
12,Agent_0-Agent_3,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
12,Agent_3-Agent_2,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
12,Agent_4-Agent_4,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,5,0
12,Agent_3-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
12,Agent_0-Agent_1,D-D,1-1,Random strategy: unpredictable decision,Always Defect strategy,1,1
13,Agent_4-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,5,0
13,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
13,Agent_3-Agent_3,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
13,Agent_3-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: default cooperation,3,3
13,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
14,Agent_3-Agent_0,C-C,3-3,Always Cooperate strategy,Random strategy: unpredictable decision,3,3
14,Agent_4-Agent_3,D-C,5-0,Random strategy: unpredictable decision,Always Cooperate strategy,5,0
14,Agent_3-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Random strategy: unpredictable decision,3,3
14,Agent_1-Agent_4,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
14,Agent_4-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
15,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
15,Agent_4-Agent_2,C-C,3-3,Random strategy: unpredictable decision,Always Cooperate strategy,3,3
15,Agent_3-Agent_3,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
15,Agent_4-Agent_3,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,3,3
15,Agent_1-Agent_0,D-C,5-0,Random strategy: unpredictable decision,Random strategy: unpredictable decision,5,0
16,Agent_4-Agent_4,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,3,3
16,Agent_1-Agent_1,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
16,Agent_2-Agent_3,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
16,Agent_3-Agent_1,C-D,0-5,Generous Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,0,5
16,Agent_2-Agent_0,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
17,Agent_1-Agent_1,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
17,Agent_4-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: default cooperation,5,0
17,Agent_2-Agent_4,C-D,0-5,Always Cooperate strategy,Random strategy: unpredictable decision,0,5
17,Agent_4-Agent_0,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
17,Agent_1-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Tit-for-Tat: starting with cooperation,3,3
18,Agent_4-Agent_4,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Random strategy: unpredictable decision,3,3
18,Agent_3-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Always Cooperate strategy,3,3
18,Agent_4-Agent_0,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
18,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
18,Agent_1-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: repeating successful move",3,3
19,Agent_4-Agent_4,C-D,0-5,Tit-for-Tat: starting with cooperation,Random strategy: unpredictable decision,0,5
19,Agent_0-Agent_3,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
19,Agent_3-Agent_1,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
19,Agent_1-Agent_4,C-C,3-3,Always Cooperate strategy,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
19,Agent_0-Agent_2,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
20,Agent_0-Agent_4,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
20,Agent_1-Agent_4,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
20,Agent_0-Agent_1,D-D,1-1,Random strategy: unpredictable decision,Always Defect strategy,1,1
20,Agent_3-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Always Cooperate strategy,5,0
20,Agent_0-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
21,Agent_3-Agent_0,C-C,3-3,Tit-for-Tat: starting with cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
21,Agent_4-Agent_1,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
21,Agent_4-Agent_3,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
21,Agent_0-Agent_1,D-D,1-1,Random strategy: unpredictable decision,Always Defect strategy,1,1
21,Agent_2-Agent_1,C-C,3-3,Always Cooperate strategy,"Win-Stay, Lose-Shift: default cooperation",3,3
22,Agent_2-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Always Cooperate strategy,3,3
22,Agent_4-Agent_3,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,5,0
22,Agent_1-Agent_0,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
22,Agent_0-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Tit-for-Tat: mirroring opponent's last move,3,3
22,Agent_1-Agent_4,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
23,Agent_2-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: mirroring opponent's last move,3,3
23,Agent_2-Agent_0,C-C,3-3,Always Cooperate strategy,"Win-Stay, Lose-Shift: default cooperation",3,3
23,Agent_4-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
23,Agent_3-Agent_2,C-D,0-5,Always Cooperate strategy,Suspicious Tit-for-Tat: starting with defection,0,5
23,Agent_1-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
24,Agent_0-Agent_2,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
24,Agent_4-Agent_2,C-C,3-3,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,3,3
24,Agent_0-Agent_1,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Suspicious Tit-for-Tat: starting with defection,0,5
24,Agent_3-Agent_2,C-C,3-3,Always Cooperate strategy,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
24,Agent_4-Agent_2,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,3,3
25,Agent_3-Agent_0,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
25,Agent_4-Agent_0,C-C,3-3,Random strategy: unpredictable decision,"Win-Stay, Lose-Shift: default cooperation",3,3
25,Agent_3-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Grim Trigger: continuing cooperation,5,0
25,Agent_1-Agent_4,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
25,Agent_2-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Random strategy: unpredictable decision,3,3
26,Agent_0-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Tit-for-Tat: starting with cooperation,3,3
26,Agent_3-Agent_3,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
26,Agent_4-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
26,Agent_4-Agent_0,C-C,3-3,Random strategy: unpredictable decision,Always Cooperate strategy,3,3
26,Agent_2-Agent_0,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
27,Agent_3-Agent_2,C-D,0-5,Contrite Tit-for-Tat: mirroring opponent's last move,Suspicious Tit-for-Tat: starting with defection,0,5
27,Agent_3-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Grim Trigger: continuing cooperation,3,3
27,Agent_0-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Suspicious Tit-for-Tat: mirroring opponent's move,3,3
27,Agent_1-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
27,Agent_0-Agent_1,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
28,Agent_3-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Grim Trigger: continuing cooperation,3,3
28,Agent_0-Agent_0,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Always Defect strategy,0,5
28,Agent_1-Agent_2,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
28,Agent_2-Agent_4,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
28,Agent_0-Agent_3,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
29,Agent_3-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Tit-for-Tat: starting with cooperation,3,3
29,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
29,Agent_0-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
29,Agent_0-Agent_2,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
29,Agent_3-Agent_0,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
30,Agent_3-Agent_0,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Always Defect strategy,0,5
30,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: default cooperation",3,3
30,Agent_2-Agent_0,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
30,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
30,Agent_1-Agent_1,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Grim Trigger: continuing cooperation,3,3
31,Agent_1-Agent_2,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
31,Agent_0-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
31,Agent_0-Agent_0,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
31,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: mirroring last move,3,3
31,Agent_3-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,"Win-Stay, Lose-Shift: repeating successful move",5,0
32,Agent_1-Agent_0,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
32,Agent_0-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
32,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
32,Agent_3-Agent_2,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Always Defect strategy,0,5
32,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
33,Agent_0-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
33,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
33,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
33,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
33,Agent_3-Agent_2,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
34,Agent_0-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Generous Tit-for-Tat: default cooperation,3,3
34,Agent_2-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
34,Agent_1-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Contrite Tit-for-Tat: default cooperation,5,0
34,Agent_3-Agent_1,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
34,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
35,Agent_0-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
35,Agent_0-Agent_4,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,5,0
35,Agent_1-Agent_2,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Random strategy: unpredictable decision,0,5
35,Agent_3-Agent_4,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
35,Agent_1-Agent_4,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
36,Agent_3-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Random strategy: unpredictable decision,3,3
36,Agent_0-Agent_0,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: mirroring opponent's last move,5,0
36,Agent_0-Agent_4,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
36,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
36,Agent_3-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Tit-for-Tat: starting with cooperation,5,0
37,Agent_4-Agent_4,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
37,Agent_0-Agent_2,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
37,Agent_0-Agent_2,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
37,Agent_3-Agent_3,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
37,Agent_3-Agent_1,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,3,3
38,Agent_3-Agent_1,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
38,Agent_4-Agent_4,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
38,Agent_3-Agent_2,D-D,1-1,Random strategy: unpredictable decision,Always Defect strategy,1,1
38,Agent_3-Agent_0,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
38,Agent_0-Agent_2,C-C,3-3,Generous Tit-for-Tat: default cooperation,Always Cooperate strategy,3,3
39,Agent_0-Agent_4,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
39,Agent_1-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
39,Agent_0-Agent_3,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
39,Agent_2-Agent_2,C-C,3-3,Always Cooperate strategy,Contrite Tit-for-Tat: default cooperation,3,3
39,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
40,Agent_2-Agent_4,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
40,Agent_2-Agent_0,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
40,Agent_4-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
40,Agent_2-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: default cooperation,3,3
40,Agent_0-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
41,Agent_2-Agent_4,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,3,3
41,Agent_2-Agent_4,C-D,0-5,Contrite Tit-for-Tat: mirroring opponent's last move,Random strategy: unpredictable decision,0,5
41,Agent_1-Agent_4,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,1,1
41,Agent_3-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
41,Agent_0-Agent_0,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
42,Agent_2-Agent_3,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
42,Agent_4-Agent_0,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
42,Agent_4-Agent_1,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
42,Agent_4-Agent_3,C-C,3-3,Random strategy: unpredictable decision,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
42,Agent_3-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,"Win-Stay, Lose-Shift: default cooperation",5,0
43,Agent_2-Agent_0,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: starting with cooperation,3,3
43,Agent_4-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
43,Agent_3-Agent_3,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: mirroring last move,3,3
43,Agent_1-Agent_4,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
43,Agent_1-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Tit-for-Tat: starting with cooperation,3,3
44,Agent_4-Agent_1,C-D,0-5,Contrite Tit-for-Tat: mirroring opponent's last move,Suspicious Tit-for-Tat: starting with defection,0,5
44,Agent_4-Agent_0,C-C,3-3,Tit-for-Tat: starting with cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
44,Agent_0-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
44,Agent_2-Agent_1,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
44,Agent_3-Agent_2,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
45,Agent_1-Agent_4,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Tit-for-Tat: mirroring opponent's last move,3,3
45,Agent_4-Agent_1,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
45,Agent_2-Agent_2,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
45,Agent_0-Agent_3,C-C,3-3,Random strategy: unpredictable decision,"Win-Stay, Lose-Shift: default cooperation",3,3
45,Agent_0-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Generous Tit-for-Tat: default cooperation,3,3
46,Agent_1-Agent_3,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
46,Agent_4-Agent_4,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: default cooperation,3,3
46,Agent_1-Agent_2,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
46,Agent_3-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,3,3
46,Agent_1-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
47,Agent_3-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Random strategy: unpredictable decision,3,3
47,Agent_4-Agent_0,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Suspicious Tit-for-Tat: starting with defection,0,5
47,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
47,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
47,Agent_4-Agent_2,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: starting with cooperation,3,3
48,Agent_2-Agent_1,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
48,Agent_0-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Random strategy: unpredictable decision,3,3
48,Agent_1-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Random strategy: unpredictable decision,5,0
48,Agent_3-Agent_2,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
48,Agent_0-Agent_4,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Tit-for-Tat: starting with cooperation,3,3
