generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
8,Agent_2-Agent_3,C-C,3-3,Contrite Tit-for-Tat: default cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
8,Agent_4-Agent_0,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Tit-for-Tat: starting with cooperation,5,0
8,Agent_6-Agent_3,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: repeating successful move",3,3
8,Agent_1-Agent_2,D-C,5-0,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,5,0
8,Agent_2-Agent_3,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
9,Agent_2-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
9,Agent_0-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",3,3
9,Agent_2-Agent_1,C-D,0-5,Contrite Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
9,Agent_3-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Random strategy: unpredictable decision,3,3
9,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
10,Agent_2-Agent_2,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,3,3
10,Agent_1-Agent_4,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
10,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
10,Agent_1-Agent_3,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,1,1
10,Agent_4-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Contrite Tit-for-Tat: default cooperation,3,3
