generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
5,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: forgiving defection,5,0
5,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
5,Agent_7-Agent_8,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
6,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
6,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
6,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
6,Agent_7-Agent_8,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
7,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
7,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
7,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
7,Agent_7-Agent_8,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
8,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
8,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
8,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
8,Agent_7-Agent_8,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
9,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
9,Agent_3-Agent_4,D-C,5-0,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: forgiving defection,5,0
9,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
9,Agent_7-Agent_8,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
10,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
10,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
10,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
10,Agent_7-Agent_8,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
11,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
11,Agent_3-Agent_4,D-C,5-0,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: forgiving defection,5,0
11,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
11,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
12,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,3,3
12,Agent_3-Agent_4,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,0,5
12,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
12,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
13,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
13,Agent_3-Agent_4,D-C,5-0,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,5,0
13,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
13,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
14,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,3,3
14,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
14,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
14,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
15,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
15,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
15,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
15,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
16,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
16,Agent_3-Agent_4,D-C,5-0,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: forgiving defection,5,0
16,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
16,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
17,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
17,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
17,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
17,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
18,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
18,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
18,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
18,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
19,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
19,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
19,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
19,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
20,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
20,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
20,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
20,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Tit-for-Tat: mirroring opponent's last move,3,3
21,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
21,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
21,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,3
21,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
22,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
22,Agent_3-Agent_4,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,1,1
22,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
22,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
23,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
23,Agent_3-Agent_4,D-D,1-1,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,1,1
23,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,3
23,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
24,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
24,Agent_3-Agent_4,D-C,5-0,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: forgiving defection,5,0
24,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
24,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
25,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
25,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
25,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
25,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
26,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
26,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
26,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
26,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
27,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
27,Agent_3-Agent_4,D-C,5-0,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: forgiving defection,5,0
27,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
27,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
28,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
28,Agent_3-Agent_4,D-D,1-1,Grim Trigger: defecting after observed defection,Generous Tit-for-Tat: mirroring last move,1,1
28,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,3,3
28,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
29,Agent_1-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
29,Agent_3-Agent_4,C-C,3-3,Contrite Tit-for-Tat: apologizing for unintended defection,Generous Tit-for-Tat: forgiving defection,3,3
29,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
29,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
30,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
30,Agent_3-Agent_4,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
30,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
30,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
31,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
31,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
31,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
31,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
32,Agent_1-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
32,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
32,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
32,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
33,Agent_1-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
33,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
33,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
33,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
34,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
34,Agent_3-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
34,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
34,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
35,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
35,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
35,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
35,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
36,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
36,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
36,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
36,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
37,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
37,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
37,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
37,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
38,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
38,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
38,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: mirroring opponent's last move,3,3
38,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
39,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
39,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
39,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,3
39,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
40,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
40,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
40,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Always Cooperate strategy,3,3
40,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
41,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
41,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
41,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Tit-for-Tat: mirroring opponent's last move,3,3
41,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
42,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
42,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
42,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
42,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
43,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
43,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
43,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
43,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
44,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
44,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
44,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
44,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
45,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
45,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
45,Agent_5-Agent_6,C-C,3-3,Grim Trigger: continuing cooperation,Generous Tit-for-Tat: mirroring last move,3,3
45,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
46,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
46,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
46,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
46,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
47,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
47,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
47,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
47,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
48,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
48,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
48,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
48,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
49,Agent_1-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
49,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
49,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
49,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
50,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
50,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
50,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
50,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
51,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
51,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
51,Agent_5-Agent_6,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
51,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
52,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
52,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
52,Agent_5-Agent_6,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Generous Tit-for-Tat: mirroring last move,3,3
52,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
53,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
53,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
53,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
53,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
54,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
54,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
54,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
54,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
55,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
55,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
55,Agent_5-Agent_6,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
55,Agent_7-Agent_8,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
56,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
56,Agent_3-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
