Generation,Average_Score,Pareto_Efficiency,Nash_Deviation,Strategy_Diversity,best_response_diff,mutual_cooperation,mutual_defection,temptation_payoffs,sucker_payoffs,total_payoffs,strategy_distribution
23,2.5,0.8333333333333334,0.75,3,1.25,3,1,0,0,20,"{'generous_tit_for_tat': 5, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
24,2.875,0.9583333333333334,0.75,3,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
25,2.5,0.8333333333333334,0.75,3,1.25,3,1,0,0,20,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
26,2.5,0.8333333333333334,0.75,3,1.25,3,1,0,0,20,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
27,2.875,0.9583333333333334,0.75,4,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
28,2.5,0.8333333333333334,0.75,4,1.25,3,1,0,0,20,"{'generous_tit_for_tat': 3, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
29,3.0,1.0,1.0,4,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 1, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
30,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 5, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
31,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 5, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
32,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
33,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
34,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 1, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
35,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 1, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
36,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
37,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 5, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
38,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 5, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
39,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
40,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
41,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
42,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
43,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
44,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
45,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
46,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
47,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
48,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
49,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 5, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
50,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
51,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
52,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
53,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
54,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
55,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
56,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
57,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
58,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
59,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 7, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
60,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
61,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
62,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
63,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
64,3.0,1.0,1.0,2,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
65,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 6, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
66,2.875,0.9583333333333334,0.75,4,1.5,3,0,0,1,23,"{'generous_tit_for_tat': 5, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
67,2.875,0.9583333333333334,0.75,3,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 4, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
68,2.875,0.9583333333333334,0.75,3,1.5,3,0,0,1,23,"{'generous_tit_for_tat': 5, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
69,2.875,0.9583333333333334,0.75,3,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 4, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 2, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
70,2.875,0.9583333333333334,0.75,3,1.5,3,0,0,1,23,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
71,2.875,0.9583333333333334,0.75,3,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 3, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 4, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
72,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
73,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
74,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 3, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
75,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
76,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
77,3.0,1.0,1.0,3,2.0,4,0,0,0,24,"{'generous_tit_for_tat': 4, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
78,2.875,0.9583333333333334,0.75,4,1.5,3,0,0,1,23,"{'generous_tit_for_tat': 3, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 1, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
79,2.875,0.9583333333333334,0.75,4,1.5,3,0,1,0,23,"{'generous_tit_for_tat': 3, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 1, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
80,2.875,0.9583333333333334,0.75,3,1.5,3,0,0,1,23,"{'generous_tit_for_tat': 3, 'tit_for_tat': 2, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 3, 'grim_trigger': 0, 'suspicious_tit_for_tat': 0, 'always_defect': 0}"
