generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
6,Agent_1-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: mirroring last move,3,3
6,Agent_3-Agent_2,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,1,1
6,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
6,Agent_0-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
6,Agent_0-Agent_2,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
7,Agent_4-Agent_1,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
7,Agent_2-Agent_1,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
7,Agent_4-Agent_2,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
7,Agent_4-Agent_0,C-D,0-5,Tit-for-Tat: starting with cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
7,Agent_3-Agent_2,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
8,Agent_2-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
8,Agent_2-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
8,Agent_2-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
8,Agent_3-Agent_0,C-D,0-5,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: starting with defection,0,5
8,Agent_4-Agent_4,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
9,Agent_3-Agent_0,C-C,3-3,Tit-for-Tat: starting with cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
9,Agent_0-Agent_1,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
9,Agent_2-Agent_0,C-C,3-3,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
9,Agent_4-Agent_2,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
9,Agent_1-Agent_2,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
10,Agent_3-Agent_2,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
10,Agent_1-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
10,Agent_0-Agent_1,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
10,Agent_4-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
10,Agent_3-Agent_2,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,0,5
