generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
13,Agent_1-Agent_0,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
14,Agent_0-Agent_0,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
14,Agent_0-Agent_1,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
15,Agent_0-Agent_0,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
15,Agent_0-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
16,Agent_1-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Contrite Tit-for-Tat: default cooperation,3,3
16,Agent_0-Agent_0,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
17,Agent_1-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
17,Agent_1-Agent_0,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: default cooperation,5,0
18,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
18,Agent_1-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
19,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
19,Agent_0-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Always Cooperate strategy,5,0
20,Agent_1-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
20,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
21,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
21,Agent_0-Agent_1,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
22,Agent_1-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
22,Agent_1-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Always Cooperate strategy,3,3
23,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
23,Agent_0-Agent_0,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
24,Agent_0-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
24,Agent_1-Agent_0,C-C,3-3,Tit-for-Tat: starting with cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
25,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
25,Agent_0-Agent_0,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Suspicious Tit-for-Tat: starting with defection,0,5
26,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
26,Agent_0-Agent_1,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,1,1
27,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
27,Agent_1-Agent_0,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,0,5
28,Agent_0-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
28,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: default cooperation",5,0
29,Agent_1-Agent_1,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: default cooperation",5,0
29,Agent_0-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: default cooperation",3,3
30,Agent_1-Agent_0,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: default cooperation,3,3
30,Agent_0-Agent_1,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
