generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
6,Agent_2-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Random strategy: unpredictable decision,3,3
6,Agent_4-Agent_0,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Contrite Tit-for-Tat: default cooperation,5,0
6,Agent_1-Agent_3,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
7,Agent_4-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Generous Tit-for-Tat: default cooperation,3,3
7,Agent_1-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
7,Agent_4-Agent_3,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Grim Trigger: continuing cooperation,3,3
7,Agent_3-Agent_1,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
7,Agent_2-Agent_3,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Random strategy: unpredictable decision,0,5
8,Agent_1-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: default cooperation,3,3
8,Agent_2-Agent_0,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
8,Agent_4-Agent_1,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
8,Agent_0-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Random strategy: unpredictable decision,3,3
8,Agent_4-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Suspicious Tit-for-Tat: mirroring opponent's move,3,3
9,Agent_1-Agent_0,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
9,Agent_3-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
9,Agent_2-Agent_0,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
9,Agent_3-Agent_4,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
9,Agent_1-Agent_1,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Random strategy: unpredictable decision,0,5
10,Agent_2-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
10,Agent_1-Agent_3,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
10,Agent_0-Agent_3,C-C,3-3,Always Cooperate strategy,Always Cooperate strategy,3,3
10,Agent_4-Agent_1,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,0,5
10,Agent_0-Agent_4,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
