Generation,Average_Score,Pareto_Efficiency,Nash_Deviation,Strategy_Diversity,best_response_diff,mutual_cooperation,mutual_defection,temptation_payoffs,sucker_payoffs,total_payoffs,strategy_distribution
19,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 1, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
20,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
21,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 1}"
22,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
23,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 1, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
24,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 1, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
25,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
26,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 1, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
27,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 1, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
28,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 1, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
29,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 0, 'suspicious_tit_for_tat': 1, 'always_defect': 1, 'random': 0}"
30,0.5,0.3333333333333333,0.0,2,-1.0,0,1,0,0,2,"{'generous_tit_for_tat': 0, 'tit_for_tat': 0, 'win_stay_lose_shift': 0, 'contrite_tit_for_tat': 0, 'always_cooperate': 0, 'grim_trigger': 1, 'suspicious_tit_for_tat': 1, 'always_defect': 0, 'random': 0}"
