"generation","round_index","role_name","inventory","backlog","order_placed","order_received","shipment_received","shipment_sent_downstream","starting_balance","revenue","purchase_cost","holding_cost","backlog_cost","ending_balance","orders_in_transit_0","orders_in_transit_1","production_queue_0","production_queue_1","external_demand","llm_reported_inventory","llm_reported_backlog","llm_recent_demand_or_orders","llm_incoming_shipments","llm_last_order_placed","llm_confidence","llm_rationale","llm_risk_assessment","llm_expected_demand_next_round"
"1","14","Wholesaler","76","0","10","12","12","12","97.0","60.0","25.0","38.0","0.0","94.0","0","0","0","0","12","","","null","null","","","","",""
"1","14","Distributor","70","0","10","12","23","12","153.0","60.0","25.0","35.0","0.0","153.0","0","0","0","0","12","","","null","null","","","","",""
"1","14","Factory","0","7","10","12","6","6","498.0","30.0","15.0","0.0","10.5","502.5","0","0","0","0","12","","","null","null","","","","",""
"1","15","Retailer","77","0","10","11","12","11","94.0","55.0","25.0","38.5","0.0","85.5","0","0","0","0","11","","","null","null","","","","",""
"1","15","Wholesaler","77","0","10","11","12","11","94.0","55.0","25.0","38.5","0.0","85.5","0","0","0","0","11","","","null","null","","","","",""
"1","15","Distributor","76","0","10","11","17","11","153.0","55.0","25.0","38.0","0.0","145.0","0","0","0","0","11","","","null","null","","","","",""
"1","15","Factory","0","17","10","11","1","1","502.5","5.0","15.0","0.0","25.5","467.0","0","0","0","0","11","","","null","null","","","","",""
"1","16","Retailer","72","0","10","17","12","17","85.5","85.0","25.0","36.0","0.0","109.5","0","0","0","0","17","","","null","null","","","","",""
"1","16","Wholesaler","72","0","10","17","12","17","85.5","85.0","25.0","36.0","0.0","109.5","0","0","0","0","17","","","null","null","","","","",""
"1","16","Distributor","65","0","10","17","6","17","145.0","85.0","25.0","32.5","0.0","172.5","0","0","0","0","17","","","null","null","","","","",""
"1","16","Factory","0","27","10","17","7","7","467.0","35.0","15.0","0.0","40.5","446.5","0","0","0","0","17","","","null","null","","","","",""
"1","17","Retailer","71","0","10","12","11","12","109.5","60.0","25.0","35.5","0.0","109.0","0","0","0","0","12","","","null","null","","","","",""
"1","17","Wholesaler","71","0","10","12","11","12","109.5","60.0","25.0","35.5","0.0","109.0","0","0","0","0","12","","","null","null","","","","",""
"1","17","Distributor","54","0","10","12","1","12","172.5","60.0","25.0","27.0","0.0","180.5","0","0","0","0","12","","","null","null","","","","",""
"1","17","Factory","0","22","10","12","17","17","446.5","85.0","15.0","0.0","33.0","483.5","0","0","0","0","12","","","null","null","","","","",""
"1","18","Retailer","77","0","10","11","17","11","109.0","55.0","25.0","38.5","0.0","100.5","0","0","0","0","11","","","null","null","","","","",""
"1","18","Wholesaler","77","0","10","11","17","11","109.0","55.0","25.0","38.5","0.0","100.5","0","0","0","0","11","","","null","null","","","","",""
"1","18","Distributor","50","0","10","11","7","11","180.5","55.0","25.0","25.0","0.0","185.5","0","0","0","0","11","","","null","null","","","","",""
"1","18","Factory","0","6","10","11","27","27","483.5","135.0","15.0","0.0","9.0","594.5","0","0","0","0","11","","","null","null","","","","",""
"1","19","Retailer","72","0","10","17","12","17","100.5","85.0","25.0","36.0","0.0","124.5","0","0","0","0","17","","","null","null","","","","",""
"1","19","Wholesaler","72","0","10","17","12","17","100.5","85.0","25.0","36.0","0.0","124.5","0","0","0","0","17","","","null","null","","","","",""
"1","19","Distributor","50","0","10","17","17","17","185.5","85.0","25.0","25.0","0.0","220.5","0","0","0","0","17","","","null","null","","","","",""
"1","19","Factory","0","1","10","17","22","22","594.5","110.0","15.0","0.0","1.5","688.0","0","0","0","0","17","","","null","null","","","","",""
"1","20","Retailer","74","0","10","9","11","9","124.5","45.0","25.0","37.0","0.0","107.5","0","0","0","0","9","","","null","null","","","","",""
"1","20","Wholesaler","74","0","10","9","11","9","124.5","45.0","25.0","37.0","0.0","107.5","0","0","0","0","9","","","null","null","","","","",""
"1","20","Distributor","68","0","10","9","27","9","220.5","45.0","25.0","34.0","0.0","206.5","0","0","0","0","9","","","null","null","","","","",""
"1","20","Factory","0","4","10","9","6","6","688.0","30.0","15.0","0.0","6.0","697.0","0","0","0","0","9","","","null","null","","","","",""
"1","21","Retailer","81","0","10","10","17","10","107.5","50.0","25.0","40.5","0.0","92.0","0","0","0","0","10","","","null","null","","","","",""
"1","21","Wholesaler","81","0","10","10","17","10","107.5","50.0","25.0","40.5","0.0","92.0","0","0","0","0","10","","","null","null","","","","",""
"1","21","Distributor","80","0","10","10","22","10","206.5","50.0","25.0","40.0","0.0","191.5","0","0","0","0","10","","","null","null","","","","",""
"1","21","Factory","0","13","10","10","1","1","697.0","5.0","15.0","0.0","19.5","667.5","0","0","0","0","10","","","null","null","","","","",""
"1","22","Retailer","84","0","10","6","9","6","92.0","30.0","25.0","42.0","0.0","55.0","0","0","0","0","6","","","null","null","","","","",""
"1","22","Wholesaler","84","0","10","6","9","6","92.0","30.0","25.0","42.0","0.0","55.0","0","0","0","0","6","","","null","null","","","","",""
"1","22","Distributor","80","0","10","6","6","6","191.5","30.0","25.0","40.0","0.0","156.5","0","0","0","0","6","","","null","null","","","","",""
"1","22","Factory","0","15","10","6","4","4","667.5","20.0","15.0","0.0","22.5","650.0","0","0","0","0","6","","","null","null","","","","",""
"1","23","Retailer","81","0","10","13","10","13","55.0","65.0","25.0","40.5","0.0","54.5","0","0","0","0","13","","","null","null","","","","",""
"1","23","Wholesaler","81","0","10","13","10","13","55.0","65.0","25.0","40.5","0.0","54.5","0","0","0","0","13","","","null","null","","","","",""
"1","23","Distributor","68","0","10","13","1","13","156.5","65.0","25.0","34.0","0.0","162.5","0","0","0","0","13","","","null","null","","","","",""
"1","23","Factory","0","15","10","13","13","13","650.0","65.0","15.0","0.0","22.5","677.5","0","0","0","0","13","","","null","null","","","","",""
"1","24","Retailer","74","0","10","13","6","13","54.5","65.0","25.0","37.0","0.0","57.5","0","0","0","0","13","","","null","null","","","","",""
"1","24","Wholesaler","74","0","10","13","6","13","54.5","65.0","25.0","37.0","0.0","57.5","0","0","0","0","13","","","null","null","","","","",""
"1","24","Distributor","59","0","10","13","4","13","162.5","65.0","25.0","29.5","0.0","173.0","0","0","0","0","13","","","null","null","","","","",""
"1","24","Factory","0","13","10","13","15","15","677.5","75.0","15.0","0.0","19.5","718.0","0","0","0","0","13","","","null","null","","","","",""
"1","25","Retailer","71","0","10","16","13","16","57.5","80.0","25.0","35.5","0.0","77.0","0","0","0","0","16","","","null","null","","","","",""
"1","25","Wholesaler","71","0","10","16","13","16","57.5","80.0","25.0","35.5","0.0","77.0","0","0","0","0","16","","","null","null","","","","",""
"1","25","Distributor","56","0","10","16","13","16","173.0","80.0","25.0","28.0","0.0","200.0","0","0","0","0","16","","","null","null","","","","",""
"1","25","Factory","0","14","10","16","15","15","718.0","75.0","15.0","0.0","21.0","757.0","0","0","0","0","16","","","null","null","","","","",""
"1","26","Retailer","73","0","10","11","13","11","77.0","55.0","25.0","36.5","0.0","70.5","0","0","0","0","11","","","null","null","","","","",""
"1","26","Wholesaler","73","0","10","11","13","11","77.0","55.0","25.0","36.5","0.0","70.5","0","0","0","0","11","","","null","null","","","","",""
"1","26","Distributor","60","0","10","11","15","11","200.0","55.0","25.0","30.0","0.0","200.0","0","0","0","0","11","","","null","null","","","","",""
"1","26","Factory","0","12","10","11","13","13","757.0","65.0","15.0","0.0","18.0","789.0","0","0","0","0","11","","","null","null","","","","",""
"1","27","Retailer","76","0","10","13","16","13","70.5","65.0","25.0","38.0","0.0","72.5","0","0","0","0","13","","","null","null","","","","",""
"1","27","Wholesaler","76","0","10","13","16","13","70.5","65.0","25.0","38.0","0.0","72.5","0","0","0","0","13","","","null","null","","","","",""
"1","27","Distributor","62","0","10","13","15","13","200.0","65.0","25.0","31.0","0.0","209.0","0","0","0","0","13","","","null","null","","","","",""
"1","27","Factory","0","11","10","13","14","14","789.0","70.0","15.0","0.0","16.5","827.5","0","0","0","0","13","","","null","null","","","","",""
"1","28","Retailer","80","0","10","7","11","7","72.5","35.0","25.0","40.0","0.0","42.5","0","0","0","0","7","","","null","null","","","","",""
"1","28","Wholesaler","80","0","10","7","11","7","72.5","35.0","25.0","40.0","0.0","42.5","0","0","0","0","7","","","null","null","","","","",""
"1","28","Distributor","68","0","10","7","13","7","209.0","35.0","25.0","34.0","0.0","185.0","0","0","0","0","7","","","null","null","","","","",""
"1","28","Factory","0","6","10","7","12","12","827.5","60.0","15.0","0.0","9.0","863.5","0","0","0","0","7","","","null","null","","","","",""
"1","29","Retailer","83","0","10","10","13","10","42.5","50.0","25.0","41.5","0.0","26.0","0","0","0","0","10","","","null","null","","","","",""
"1","29","Wholesaler","83","0","10","10","13","10","42.5","50.0","25.0","41.5","0.0","26.0","0","0","0","0","10","","","null","null","","","","",""
"1","29","Distributor","72","0","10","10","14","10","185.0","50.0","25.0","36.0","0.0","174.0","0","0","0","0","10","","","null","null","","","","",""
"1","29","Factory","0","5","10","10","11","11","863.5","55.0","15.0","0.0","7.5","896.0","0","0","0","0","10","","","null","null","","","","",""
